"","group","Day","Pig","Treatment","Sample.type","All","Order","value","value2"
"232","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Selenomonadales",0.24,2.4003
"233","X9P280R2Dm3","DNEG3","P280","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidales",0.48,2.3998
"234","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Clostridiales",0.1435,2.392
"235","X9P309R4D4","D4","P309","INFnm","Fecal or Fecal swab","D4_INFnm","Lactobacillales",0.1434,2.3901
"236","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidales",0.4048,2.3811
"237","X9P318R4D4","D4","P318","INFnm","Fecal or Fecal swab","D4_INFnm","Lactobacillales",0.1427,2.3791
"238","X9P305R3D7","D7","P305","INFinject","Fecal","D7_INFinject","Selenomonadales",0.2373,2.3729
"239","X9P269R2D4","D4","P269","INFfeed","Fecal or Fecal swab","D4_INFfeed","Lactobacillales",0.0946,2.3651
"240","X9P303R3D7","D7","P303","INFinject","Fecal or Fecal swab","D7_INFinject","Clostridiales",0.2359,2.3593
"241","X9P301R3D0","D0","P301","INFinject","Fecal or Fecal swab","D0_INFinject","Clostridiales",0.3051,2.3468
"242","X9P290R3Dm3","DNEG3","P290","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidales",0.3977,2.3393
"243","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidales",0.3961,2.3301
"244","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Bacteroidales",0.233,2.3297
"245","X9P296R3D4","D4","P296","INFinject","Fecal or Fecal swab","D4_INFinject","Lactobacillales",0.1628,2.3256
"246","X9P250R1D0","D0","P250","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Selenomonadales",0.2092,2.3248
"247","X9P291R3Dminus3","DNEG3","P291","INFinject","Fecal or Fecal swab","DNEG3_INFinject","Clostridiales",0.3946,2.3211
"248","X9P286R3D4","D4","P286","INFinject","Fecal or Fecal swab","D4_INFinject","Selenomonadales",0.1623,2.3187
"249","X9P262R1Dm3","DNEG3","P262","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidales",0.4165,2.3141
"250","X9P267R2Dm3","DNEG3","P267","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidales",0.461,2.305
"251","X9P296R3Dm3","DNEG3","P296","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidales",0.3909,2.2994
"252","X9P258R1D0","D0","P258","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidales",0.2069,2.2991
"253","X9P299R3D4","D4","P299","INFinject","Fecal or Fecal swab","D4_INFinject","Clostridiales",0.1609,2.2985
"254","X9P272R2Dm3","DNEG3","P272","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidales",0.4592,2.2958
"255","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Clostridiales",0.3896,2.2919
"256","X9P271R2D7","D7","P271","INFfeed","Fecal","D7_INFfeed","Bacteroidales",0.229,2.2899
"257","X9P263R1D0","D0","P263","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidales",0.2054,2.2823
"258","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidales",0.2958,2.275
"259","X9P273R2Dm3","DNEG3","P273","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidales",0.4543,2.2713
"260","X9P322R4D7","D7","P322","INFnm","Fecal","D7_INFnm","Lactobacillales",0.2263,2.2633
"261","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidales",0.3841,2.2596
"262","X9P283R2D7","D7","P283","INFfeed","Fecal","D7_INFfeed","Selenomonadales",0.2242,2.2419
"263","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Bacteroidales",0.2241,2.2411
"264","X9P289R3D4","D4","P289","INFinject","Fecal or Fecal swab","D4_INFinject","Selenomonadales",0.1568,2.2394
"265","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidales",0.3803,2.2372
"266","X9P300R3Dm3","DNEG3","P300","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidales",0.3796,2.2331
"267","X9P320R4D0","D0","P320","INFnm","Fecal or Fecal swab","D0_INFnm","Lactobacillales",0.1563,2.2325
"268","X9P283R2Dm3","DNEG3","P283","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidales",0.4452,2.2261
"269","X9P317R4D4","D4","P317","INFnm","Fecal or Fecal swab","D4_INFnm","Clostridiales",0.1335,2.2248
"270","X9P250R1D0","D0","P250","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Clostridiales",0.2,2.2222
"271","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidales",0.3774,2.2201
"272","X9P252R1Dm3","DNEG3","P252","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidales",0.3972,2.2068
"273","X9P297R3D0","D0","P297","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidales",0.2851,2.1927
"274","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidales",0.3717,2.1864
"275","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Selenomonadales",0.2183,2.1827
"276","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidales",0.3703,2.178
"277","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidales",0.3915,2.1748
"278","X9P264R1Dm3","DNEG3","P264","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Selenomonadales",0.3895,2.1641
"279","X9P275R2Dm3","DNEG3","P275","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidales",0.4321,2.1605
"280","X9P259R1Dm3","DNEG3","P259","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidales",0.3862,2.1453
"281","X9P306R4D4","D4","P306","INFnm","Fecal or Fecal swab","D4_INFnm","Bacteroidales",0.1286,2.1427
"282","X9P264R1D7","D7","P264","NONINFnm","Fecal","D7_NONINFnm","Bacteroidales",0.1705,2.1316
"283","X9P270R2Dm3","DNEG3","P270","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidales",0.4231,2.1154
"284","X9P299R3D0","D0","P299","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidales",0.2745,2.1114
"285","X9P291R3D7","D7","P291","INFinject","Fecal or Fecal swab","D7_INFinject","Bacteroidales",0.2103,2.1032
"286","X9P263R1D0","D0","P263","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Lactobacillales",0.1884,2.0935
"287","X9P259R1D0","D0","P259","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Clostridiales",0.1876,2.0849
"288","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Clostridiales",0.3538,2.0812
"289","X9P282R2Dm3","DNEG3","P282","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidales",0.4146,2.0731
"290","X9P283R2D7","D7","P283","INFfeed","Fecal","D7_INFfeed","Bacteroidales",0.2072,2.0724
"291","X9P263R1Dm3","DNEG3","P263","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Clostridiales",0.3724,2.0689
"292","X9P320R4Dm3","DNEG3","P320","INFnm","Fecal Swab","DNEG3_INFnm","Selenomonadales",0.3516,2.0681
"293","X9P291R3D0","D0","P291","INFinject","Fecal or Fecal swab","D0_INFinject","Selenomonadales",0.2673,2.0564
"294","X9P258R1Dm3","DNEG3","P258","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Selenomonadales",0.3688,2.049
"295","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Clostridiales",0.204,2.0402
"296","X9P262R1Dm3","DNEG3","P262","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Clostridiales",0.3671,2.0393
"297","X9P253R1Dm3","DNEG3","P253","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Selenomonadales",0.3648,2.0269
"298","X9P309R4D4","D4","P309","INFnm","Fecal or Fecal swab","D4_INFnm","Selenomonadales",0.121,2.0175
"299","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Selenomonadales",0.261,2.0077
"300","X9P309R4Dminus3","DNEG3","P309","INFnm","Fecal or Fecal swab","DNEG3_INFnm","Clostridiales",0.3395,1.9972
"301","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Selenomonadales",0.1394,1.9915
"302","X9P261R1Dm3","DNEG3","P261","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidales",0.3585,1.9915
"303","X9P284R2Dm3","DNEG3","P284","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidales",0.3981,1.9907
"304","X9P251R1Dm3","DNEG3","P251","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidales",0.3557,1.9762
"305","X9P294R3D7","D7","P294","INFinject","Fecal","D7_INFinject","Bacteroidales",0.1963,1.9629
"306","X9P264R1D7","D7","P264","NONINFnm","Fecal","D7_NONINFnm","Lactobacillales",0.1566,1.9579
"307","X9P257R1Dm3","DNEG3","P257","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Selenomonadales",0.3498,1.9434
"308","X9P291R3D0","D0","P291","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidales",0.2519,1.9379
"309","X9P277R2Dm3","DNEG3","P277","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidales",0.387,1.935
"310","X9P278R2D4","D4","P278","INFfeed","Fecal or Fecal swab","D4_INFfeed","Lactobacillales",0.077,1.9246
"311","X9P263R1D7","D7","P263","NONINFnm","Fecal","D7_NONINFnm","Clostridiales",0.1531,1.9135
"312","X9P295R3D0","D0","P295","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidales",0.2485,1.9112
"313","X9P293R3D0","D0","P293","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidales",0.2467,1.8979
"314","X9P274R2Dm3","DNEG3","P274","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidales",0.3792,1.8958
"315","X9P278R2Dm3","DNEG3","P278","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidales",0.3763,1.8813
"316","X9P312R4D7","D7","P312","INFnm","Fecal","D7_INFnm","Lactobacillales",0.1867,1.8673
"317","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Clostridiales",0.3165,1.8617
"318","X9P249R1Dm3","DNEG3","P249","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidales",0.3346,1.859
"319","X9P265R1Dm3","DNEG3","P265","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidales",0.3333,1.8519
"320","X9P293R3D7","D7","P293","INFinject","Fecal","D7_INFinject","Bacteroidales",0.1852,1.8519
"321","X9P309R4D0","D0","P309","INFnm","Fecal or Fecal swab","D0_INFnm","Clostridiales",0.1293,1.8476
"322","X9P269R2Dm3","DNEG3","P269","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidales",0.3689,1.8445
"323","X9P301R3D7","D7","P301","INFinject","Fecal","D7_INFinject","Lactobacillales",0.1834,1.8336
"324","X9P258R1Dm3","DNEG3","P258","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidales",0.3295,1.8304
"325","X9P255R1D0","D0","P255","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Selenomonadales",0.1646,1.8291
"326","X9P268R2Dm3","DNEG3","P268","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidales",0.3647,1.8234
"327","X9P312R4D7","D7","P312","INFnm","Fecal","D7_INFnm","Bacteroidales",0.1806,1.8056
"328","X9P265R1Dm3","DNEG3","P265","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Selenomonadales",0.3241,1.8003
"329","X9P315R4D7","D7","P315","INFnm","Fecal","D7_INFnm","Bacteroidales",0.18,1.8
"330","X9P315R4D7","D7","P315","INFnm","Fecal","D7_INFnm","Clostridiales",0.1777,1.7769
"331","X9P257R1Dm3","DNEG3","P257","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidales",0.3197,1.7761
"332","X9P281R2Dm3","DNEG3","P281","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidales",0.3549,1.7747
"333","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidales",0.3016,1.7738
"334","X9P296R3D0","D0","P296","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidales",0.2304,1.772
"335","X9P309R4D0","D0","P309","INFnm","Fecal or Fecal swab","D0_INFnm","Selenomonadales",0.1239,1.7706
"336","X9P306R4D4","D4","P306","INFnm","Fecal or Fecal swab","D4_INFnm","Clostridiales",0.1062,1.7706
"337","X9P275R2D7","D7","P275","INFfeed","Fecal or Fecal swab","D7_INFfeed","Clostridiales",0.1762,1.7624
"338","X9P278R2Dm3","DNEG3","P278","INFfeed","Fecal Swab","DNEG3_INFfeed","Selenomonadales",0.347,1.7348
"339","X9P312R4Dm3","DNEG3","P312","INFnm","Fecal Swab","DNEG3_INFnm","Selenomonadales",0.2937,1.7274
"340","X9P321R4D7","D7","P321","INFnm","Fecal","D7_INFnm","Clostridiales",0.1712,1.7116
"341","X9P253R1Dm3","DNEG3","P253","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidales",0.3075,1.7084
"342","X9P293R3Dm3","DNEG3","P293","INFinject","Fecal Swab","DNEG3_INFinject","Selenomonadales",0.2885,1.6968
"343","X9P306R4D4","D4","P306","INFnm","Fecal or Fecal swab","D4_INFnm","Lactobacillales",0.1016,1.6936
"344","X9P267R2D4","D4","P267","INFfeed","Fecal or Fecal swab","D4_INFfeed","Selenomonadales",0.067,1.6744
"345","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Clostridiales",0.2844,1.6728
"346","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Clostridiales",0.2829,1.6644
"347","X9P301R3D7","D7","P301","INFinject","Fecal","D7_INFinject","Bacteroidales",0.1664,1.6641
"348","X9P259R1Dm3","DNEG3","P259","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Clostridiales",0.2969,1.6496
"349","X9P246R1Dm3","DNEG3","P246","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidales",0.2932,1.6289
"350","X9P283R2D7","D7","P283","INFfeed","Fecal","D7_INFfeed","Lactobacillales",0.1626,1.6256
"351","X9P322R4D7","D7","P322","INFnm","Fecal","D7_INFnm","Clostridiales",0.1624,1.6243
"352","X9P263R1Dm3","DNEG3","P263","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidales",0.2922,1.6234
"353","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Clostridiales",0.2746,1.615
"354","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidales",0.2727,1.6043
"355","X9P284R2D7","D7","P284","INFfeed","Fecal","D7_INFfeed","Selenomonadales",0.1595,1.5948
"356","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Lactobacillales",0.0954,1.5904
"357","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Clostridiales",0.2697,1.5864
"358","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Selenomonadales",0.2696,1.5856
"359","X9P323R4Dm3","DNEG3","P323","INFnm","Fecal Swab","DNEG3_INFnm","Clostridiales",0.2687,1.5807
"360","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Clostridiales",0.2837,1.5762
"361","X9P314R4D7","D7","P314","INFnm","Fecal","D7_INFnm","Clostridiales",0.1574,1.5741
"362","X9P300R3Dm3","DNEG3","P300","INFinject","Fecal Swab","DNEG3_INFinject","Selenomonadales",0.267,1.5704
"363","X9P297R3D4","D4","P297","INFinject","Fecal or Fecal swab","D4_INFinject","Bacteroidales",0.1097,1.5665
"364","X9P290R3D0","D0","P290","INFinject","Fecal or Fecal swab","D0_INFinject","Clostridiales",0.2029,1.561
"365","X9P296R3Dm3","DNEG3","P296","INFinject","Fecal Swab","DNEG3_INFinject","Selenomonadales",0.2652,1.5602
"366","X9P309R4Dminus3","DNEG3","P309","INFnm","Fecal or Fecal swab","DNEG3_INFnm","Selenomonadales",0.2637,1.5513
"367","X9P261R1D7","D7","P261","NONINFnm","Fecal","D7_NONINFnm","Selenomonadales",0.1229,1.5359
"368","X9P249R1Dm3","DNEG3","P249","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Clostridiales",0.2729,1.5163
"369","X9P261R1D0","D0","P261","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Clostridiales",0.1359,1.5101
"370","X9P317R4D0","D0","P317","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteroidales",0.1055,1.5078
"371","X9P281R2D7","D7","P281","INFfeed","Fecal","D7_INFfeed","Lactobacillales",0.1501,1.5012
"372","X9P291R3Dminus3","DNEG3","P291","INFinject","Fecal or Fecal swab","DNEG3_INFinject","Bacteroidales",0.2548,1.499
"373","X9P261R1Dm3","DNEG3","P261","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Selenomonadales",0.2662,1.4786
"374","X9P295R3D7","D7","P295","INFinject","Fecal","D7_INFinject","Lactobacillales",0.1473,1.4726
"375","X9P258R1D0","D0","P258","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Clostridiales",0.1323,1.4701
"376","X9P304R3Dm3","DNEG3","P304","INFinject","Fecal Swab","DNEG3_INFinject","Selenomonadales",0.2496,1.4683
"377","X9P264R1Dm3","DNEG3","P264","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidales",0.264,1.4669
"378","X9P251R1Dm3","DNEG3","P251","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Selenomonadales",0.2616,1.4532
"379","X9P267R2D4","D4","P267","INFfeed","Fecal or Fecal swab","D4_INFfeed","Bacteroidales",0.0577,1.4434
"380","X9P278R2D4","D4","P278","INFfeed","Fecal or Fecal swab","D4_INFfeed","Mollicutes_RF39",0.0577,1.4434
"381","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Clostridiales",0.1441,1.4407
"382","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Clostridiales",0.2593,1.4406
"383","X9P301R3D0","D0","P301","INFinject","Fecal or Fecal swab","D0_INFinject","Selenomonadales",0.1864,1.4342
"384","X9P249R1Dm3","DNEG3","P249","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Selenomonadales",0.2575,1.4307
"385","X9P294R3D7","D7","P294","INFinject","Fecal","D7_INFinject","Lactobacillales",0.1414,1.4142
"386","X9P290R3Dm3","DNEG3","P290","INFinject","Fecal Swab","DNEG3_INFinject","Clostridiales",0.2403,1.4136
"387","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Mollicutes_RF39",0.1406,1.4065
"388","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Selenomonadales",0.2375,1.3969
"389","X9P299R3Dm3","DNEG3","P299","INFinject","Fecal Swab","DNEG3_INFinject","Selenomonadales",0.2359,1.3878
"390","X9P252R1Dm3","DNEG3","P252","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Clostridiales",0.2496,1.3867
"391","X9P291R3Dminus3","DNEG3","P291","INFinject","Fecal or Fecal swab","DNEG3_INFinject","Selenomonadales",0.2355,1.3854
"392","X9P312R4D7","D7","P312","INFnm","Fecal","D7_INFnm","Clostridiales",0.1381,1.3812
"393","X9P250R1D0","D0","P250","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Lactobacillales",0.1238,1.3761
"394","X9P305R3Dm3","DNEG3","P305","INFinject","Fecal Swab","DNEG3_INFinject","Clostridiales",0.2334,1.3732
"395","X9P324R4D0","D0","P324","INFnm","Fecal or Fecal swab","D0_INFnm","Selenomonadales",0.0953,1.3611
"396","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Bacteroidales",0.136,1.3601
"397","X9P290R3D0","D0","P290","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidales",0.1752,1.3473
"398","X9P270R2Dm3","DNEG3","P270","INFfeed","Fecal Swab","DNEG3_INFfeed","Selenomonadales",0.2692,1.3462
"399","X9P310R4Dm3","DNEG3","P310","INFnm","Fecal Swab","DNEG3_INFnm","Clostridiales",0.2278,1.34
"400","X9P300R3Dm3","DNEG3","P300","INFinject","Fecal Swab","DNEG3_INFinject","Clostridiales",0.2269,1.3344
"401","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Lactobacillales",0.1333,1.3328
"402","X9P281R2D7","D7","P281","INFfeed","Fecal","D7_INFfeed","Selenomonadales",0.1332,1.3318
"403","X9P304R3D0","D0","P304","INFinject","Fecal or Fecal swab","D0_INFinject","Selenomonadales",0.1731,1.3314
"404","X9P277R2Dm3","DNEG3","P277","INFfeed","Fecal Swab","DNEG3_INFfeed","Clostridiales",0.2663,1.3313
"405","X9P290R3D4","D4","P290","INFinject","Fecal or Fecal swab","D4_INFinject","Clostridiales",0.0924,1.3197
"406","X9P273R2D7","D7","P273","INFfeed","Fecal","D7_INFfeed","Bacteroidales",0.1318,1.3184
"407","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Clostridiales",0.2236,1.3153
"408","X9P263R1D0","D0","P263","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Enterobacteriales",0.1181,1.3127
"409","X9P250R1Dm3","DNEG3","P250","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Clostridiales",0.2351,1.3062
"410","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Clostridiales",0.2215,1.3031
"411","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Selenomonadales",0.13,1.2996
"412","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Lactobacillales",0.13,1.2996
"413","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Clostridiales",0.2202,1.295
"414","X9P294R3Dm3","DNEG3","P294","INFinject","Fecal Swab","DNEG3_INFinject","Selenomonadales",0.2188,1.287
"415","X9P305R3D7","D7","P305","INFinject","Fecal","D7_INFinject","Lactobacillales",0.1287,1.2866
"416","X9P276R2Dm3","DNEG3","P276","INFfeed","Fecal Swab","DNEG3_INFfeed","Clostridiales",0.2562,1.2811
"417","X9P285R2D7","D7","P285","INFfeed","Fecal","D7_INFfeed","Bacteroidales",0.1278,1.2779
"418","X9P322R4D7","D7","P322","INFnm","Fecal","D7_INFnm","Bacteroidales",0.1278,1.2779
"419","X9P281R2Dm3","DNEG3","P281","INFfeed","Fecal Swab","DNEG3_INFfeed","Selenomonadales",0.2539,1.2693
"420","X9P274R2Dm3","DNEG3","P274","INFfeed","Fecal Swab","DNEG3_INFfeed","Clostridiales",0.2533,1.2664
"421","X9P273R2Dm3","DNEG3","P273","INFfeed","Fecal Swab","DNEG3_INFfeed","Clostridiales",0.2527,1.2636
"422","X9P269R2D0","D0","P269","INFfeed","Fecal or Fecal swab","D0_INFfeed","Lactobacillales",0.0631,1.2625
"423","X9P314R4D7","D7","P314","INFnm","Fecal","D7_INFnm","Bacteroidales",0.1258,1.2577
"424","X9P268R2Dm3","DNEG3","P268","INFfeed","Fecal Swab","DNEG3_INFfeed","Selenomonadales",0.2513,1.2567
"425","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Selenomonadales",0.1252,1.2519
"426","X9P255R1Dm3","DNEG3","P255","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Clostridiales",0.2251,1.2507
"427","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Clostridiales",0.2121,1.2475
"428","X9P296R3Dm3","DNEG3","P296","INFinject","Fecal Swab","DNEG3_INFinject","Clostridiales",0.2097,1.2336
"429","X9P252R1Dm3","DNEG3","P252","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Selenomonadales",0.2202,1.2236
"430","X9P295R3Dm3","DNEG3","P295","INFinject","Fecal Swab","DNEG3_INFinject","Selenomonadales",0.2079,1.2227
"431","X9P251R1Dm3","DNEG3","P251","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Clostridiales",0.2191,1.2174
"432","X9P259R1D4","D4","P259","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Lactobacillales",0.0609,1.2173
"433","X9P285R2Dm3","DNEG3","P285","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidales",0.2423,1.2113
"434","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Selenomonadales",0.2051,1.2064
"435","X9P305R3D0","D0","P305","INFinject","Fecal or Fecal swab","D0_INFinject","Clostridiales",0.1562,1.2012
"436","X9P309R4Dminus3","DNEG3","P309","INFnm","Fecal or Fecal swab","DNEG3_INFnm","Bacteroidales",0.2042,1.201
"437","X9P275R2Dm3","DNEG3","P275","INFfeed","Fecal Swab","DNEG3_INFfeed","Clostridiales",0.24,1.1998
"438","X9P310R4D0","D0","P310","INFnm","Fecal or Fecal swab","D0_INFnm","Lactobacillales",0.084,1.1996
