"","group","Day","Pig","Treatment","Sample.type","All","Phylum","value","value2","forplot"
"1","X9P267R2D4","D4","P267","INFfeed","Fecal or Fecal swab","D4_INFfeed","Firmicutes",0.7821,19.5535,"keep"
"2","X9P266R2D4","D4","P266","INFfeed","Fecal or Fecal swab","D4_INFfeed","Firmicutes",0.6805,17.0131,"keep"
"3","X9P278R2D4","D4","P278","INFfeed","Fecal or Fecal swab","D4_INFfeed","Firmicutes",0.6597,16.4935,"keep"
"4","X9P250R1D4","D4","P250","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Firmicutes",0.8162,16.3243,"keep"
"5","X9P269R2D4","D4","P269","INFfeed","Fecal or Fecal swab","D4_INFfeed","Firmicutes",0.6263,15.6568,"keep"
"6","X9P267R2D0","D0","P267","INFfeed","Fecal or Fecal swab","D0_INFfeed","Firmicutes",0.7153,14.3056,"keep"
"7","X9P278R2D0","D0","P278","INFfeed","Fecal or Fecal swab","D0_INFfeed","Firmicutes",0.7116,14.2328,"keep"
"8","X9P259R1D4","D4","P259","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Firmicutes",0.7072,14.1448,"keep"
"9","X9P258R1D4","D4","P258","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Firmicutes",0.7052,14.1032,"keep"
"10","X9P257R1D4","D4","P257","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Firmicutes",0.6911,13.8213,"keep"
"11","X9P306R4D4","D4","P306","INFnm","Fecal or Fecal swab","D4_INFnm","Firmicutes",0.8222,13.7028,"keep"
"12","X9P269R2D0","D0","P269","INFfeed","Fecal or Fecal swab","D0_INFfeed","Firmicutes",0.6182,12.3634,"keep"
"13","X9P317R4D0","D0","P317","INFnm","Fecal or Fecal swab","D0_INFnm","Firmicutes",0.8636,12.3377,"keep"
"14","X9P299R3D4","D4","P299","INFinject","Fecal or Fecal swab","D4_INFinject","Firmicutes",0.8622,12.3172,"keep"
"15","X9P297R3D4","D4","P297","INFinject","Fecal or Fecal swab","D4_INFinject","Firmicutes",0.844,12.0574,"keep"
"16","X9P317R4D4","D4","P317","INFnm","Fecal or Fecal swab","D4_INFnm","Firmicutes",0.7176,11.9599,"keep"
"17","X9P318R4D4","D4","P318","INFnm","Fecal or Fecal swab","D4_INFnm","Firmicutes",0.7106,11.8441,"keep"
"18","X9P280R2D0","D0","P280","INFfeed","Fecal or Fecal swab","D0_INFfeed","Firmicutes",0.5917,11.8336,"keep"
"19","X9P322R4D0","D0","P322","INFnm","Fecal or Fecal swab","D0_INFnm","Firmicutes",0.7958,11.3691,"keep"
"20","X9P284R2D0","D0","P284","INFfeed","Fecal or Fecal swab","D0_INFfeed","Firmicutes",0.5381,10.7621,"keep"
"21","X9P310R4D0","D0","P310","INFnm","Fecal or Fecal swab","D0_INFnm","Firmicutes",0.7419,10.5987,"keep"
"22","X9P298R3D4","D4","P298","INFinject","Fecal or Fecal swab","D4_INFinject","Firmicutes",0.7315,10.4497,"keep"
"23","X9P264R1D0","D0","P264","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Firmicutes",0.9138,10.1531,"keep"
"24","X9P264R1D7","D7","P264","NONINFnm","Fecal","D7_NONINFnm","Firmicutes",0.8102,10.1273,"keep"
"25","X9P251R1D7","D7","P251","NONINFnm","Fecal","D7_NONINFnm","Firmicutes",0.8028,10.0348,"keep"
"26","X9P246R1D4","D4","P246","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Firmicutes",0.4919,9.8381,"keep"
"27","X9P320R4D0","D0","P320","INFnm","Fecal or Fecal swab","D0_INFnm","Firmicutes",0.6859,9.7987,"keep"
"28","X9P246R1D4","D4","P246","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Bacteroidetes",0.4803,9.6068,"keep"
"29","X9P286R3D4","D4","P286","INFinject","Fecal or Fecal swab","D4_INFinject","Firmicutes",0.6708,9.5824,"keep"
"30","X9P309R4D0","D0","P309","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteroidetes",0.6705,9.5788,"keep"
"31","X9P263R1D7","D7","P263","NONINFnm","Fecal","D7_NONINFnm","Firmicutes",0.7531,9.4135,"keep"
"32","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Firmicutes",0.6542,9.3458,"keep"
"33","X9P319R4D4","D4","P319","INFnm","Fecal or Fecal swab","D4_INFnm","Firmicutes",0.5506,9.1763,"keep"
"34","X9P253R1D7","D7","P253","NONINFnm","Fecal","D7_NONINFnm","Firmicutes",0.7313,9.1409,"keep"
"35","X9P262R1D7","D7","P262","NONINFnm","Fecal","D7_NONINFnm","Firmicutes",0.7175,8.9684,"keep"
"36","X9P258R1D0","D0","P258","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Firmicutes",0.7738,8.5983,"keep"
"37","X9P296R3D4","D4","P296","INFinject","Fecal or Fecal swab","D4_INFinject","Firmicutes",0.6,8.5714,"keep"
"38","X9P290R3D4","D4","P290","INFinject","Fecal or Fecal swab","D4_INFinject","Firmicutes",0.5966,8.523,"keep"
"39","X9P322R4D7","D7","P322","INFnm","Fecal","D7_INFnm","Firmicutes",0.8514,8.5142,"keep"
"40","X9P309R4D4","D4","P309","INFnm","Fecal or Fecal swab","D4_INFnm","Firmicutes",0.5042,8.404,"keep"
"41","X9P284R2D0","D0","P284","INFfeed","Fecal or Fecal swab","D0_INFfeed","Bacteroidetes",0.4142,8.2833,"keep"
"42","X9P255R1D7","D7","P255","NONINFnm","Fecal","D7_NONINFnm","Firmicutes",0.6618,8.2723,"keep"
"43","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Firmicutes",0.4911,8.1846,"keep"
"44","X9P285R2D7","D7","P285","INFfeed","Fecal","D7_INFfeed","Firmicutes",0.8145,8.1447,"keep"
"45","X9P314R4D7","D7","P314","INFnm","Fecal","D7_INFnm","Firmicutes",0.8117,8.1173,"keep"
"46","X9P269R2D4","D4","P269","INFfeed","Fecal or Fecal swab","D4_INFfeed","Bacteroidetes",0.3237,8.0923,"keep"
"47","X9P261R1D7","D7","P261","NONINFnm","Fecal","D7_NONINFnm","Firmicutes",0.6406,8.0081,"keep"
"48","X9P257R1D0","D0","P257","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Firmicutes",0.714,7.9328,"keep"
"49","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Firmicutes",0.7798,7.7975,"keep"
"50","X9P301R3D7","D7","P301","INFinject","Fecal","D7_INFinject","Firmicutes",0.7712,7.7119,"keep"
"51","X9P312R4D7","D7","P312","INFnm","Fecal","D7_INFnm","Firmicutes",0.7701,7.7006,"keep"
"52","X9P265R1D7","D7","P265","NONINFnm","Fecal","D7_NONINFnm","Firmicutes",0.6159,7.6982,"keep"
"53","X9P315R4D7","D7","P315","INFnm","Fecal","D7_INFnm","Firmicutes",0.7685,7.6846,"keep"
"54","X9P283R2D7","D7","P283","INFfeed","Fecal","D7_INFfeed","Firmicutes",0.7673,7.6733,"keep"
"55","X9P273R2D7","D7","P273","INFfeed","Fecal","D7_INFfeed","Firmicutes",0.7656,7.6561,"keep"
"56","X9P280R2D0","D0","P280","INFfeed","Fecal or Fecal swab","D0_INFfeed","Bacteroidetes",0.3767,7.5347,"keep"
"57","X9P309R4D4","D4","P309","INFnm","Fecal or Fecal swab","D4_INFnm","Bacteroidetes",0.4495,7.4916,"keep"
"58","X9P324R4D0","D0","P324","INFnm","Fecal or Fecal swab","D0_INFnm","Firmicutes",0.5236,7.4804,"keep"
"59","X9P293R3D7","D7","P293","INFinject","Fecal","D7_INFinject","Firmicutes",0.7299,7.2994,"keep"
"60","X9P271R2D7","D7","P271","INFfeed","Fecal","D7_INFfeed","Firmicutes",0.7255,7.2552,"keep"
"61","X9P291R3D7","D7","P291","INFinject","Fecal or Fecal swab","D7_INFinject","Firmicutes",0.7234,7.2342,"keep"
"62","X9P263R1D0","D0","P263","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Firmicutes",0.6471,7.19,"keep"
"63","X9P266R2D4","D4","P266","INFfeed","Fecal or Fecal swab","D4_INFfeed","Bacteroidetes",0.2856,7.1401,"keep"
"64","X9P259R1D0","D0","P259","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Firmicutes",0.634,7.0442,"keep"
"65","X9P294R3D7","D7","P294","INFinject","Fecal","D7_INFinject","Firmicutes",0.6994,6.9938,"keep"
"66","X9P289R3D4","D4","P289","INFinject","Fecal or Fecal swab","D4_INFinject","Firmicutes",0.4849,6.9277,"keep"
"67","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Bacteroidetes",0.4104,6.8399,"keep"
"68","X9P255R1D0","D0","P255","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Firmicutes",0.6085,6.7607,"keep"
"69","X9P289R3D4","D4","P289","INFinject","Fecal or Fecal swab","D4_INFinject","Bacteroidetes",0.4726,6.7512,"keep"
"70","X9P275R2D7","D7","P275","INFfeed","Fecal or Fecal swab","D7_INFfeed","Firmicutes",0.6708,6.7081,"keep"
"71","X9P272R2D7","D7","P272","INFfeed","Fecal","D7_INFfeed","Firmicutes",0.6667,6.6667,"keep"
"72","X9P295R3D7","D7","P295","INFinject","Fecal","D7_INFinject","Firmicutes",0.6646,6.6461,"keep"
"73","X9P292R3D7","D7","P292","INFinject","Fecal","D7_INFinject","Firmicutes",0.6615,6.6151,"keep"
"74","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Firmicutes",0.661,6.6099,"keep"
"75","X9P313R4D7","D7","P313","INFnm","Fecal","D7_INFnm","Firmicutes",0.66,6.6,"keep"
"76","X9P281R2D7","D7","P281","INFfeed","Fecal","D7_INFfeed","Firmicutes",0.6513,6.5127,"keep"
"77","X9P278R2D4","D4","P278","INFfeed","Fecal or Fecal swab","D4_INFfeed","Bacteroidetes",0.2602,6.505,"keep"
"78","X9P305R3D7","D7","P305","INFinject","Fecal","D7_INFinject","Firmicutes",0.6356,6.3559,"keep"
"79","X9P319R4D4","D4","P319","INFnm","Fecal or Fecal swab","D4_INFnm","Bacteroidetes",0.3792,6.3192,"keep"
"80","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Firmicutes",0.6317,6.3174,"keep"
"81","X9P303R3D7","D7","P303","INFinject","Fecal or Fecal swab","D7_INFinject","Firmicutes",0.6245,6.2452,"keep"
"82","X9P250R1D0","D0","P250","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Firmicutes",0.5408,6.0085,"keep"
"83","X9P282R2D7","D7","P282","INFfeed","Fecal","D7_INFfeed","Firmicutes",0.5982,5.9815,"keep"
"84","X9P269R2D0","D0","P269","INFfeed","Fecal or Fecal swab","D0_INFfeed","Bacteroidetes",0.2979,5.9584,"keep"
"85","X9P290R3D0","D0","P290","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.7623,5.8642,"keep"
"86","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Firmicutes",0.5858,5.8578,"keep"
"87","X9P261R1D0","D0","P261","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidetes",0.5259,5.843,"keep"
"88","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Firmicutes",0.5762,5.7623,"keep"
"89","X9P296R3D0","D0","P296","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.7411,5.7011,"keep"
"90","X9P295R3D0","D0","P295","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.7323,5.6327,"keep"
"91","X9P321R4D7","D7","P321","INFnm","Fecal","D7_INFnm","Firmicutes",0.5621,5.6207,"keep"
"92","X9P284R2D7","D7","P284","INFfeed","Fecal","D7_INFfeed","Firmicutes",0.5555,5.5547,"keep"
"93","X9P274R2D7","D7","P274","INFfeed","Fecal or Fecal swab","D7_INFfeed","Firmicutes",0.5537,5.5367,"keep"
"94","X9P265R1D0","D0","P265","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Firmicutes",0.4885,5.4274,"keep"
"95","X9P293R3D0","D0","P293","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.6955,5.3496,"keep"
"96","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Firmicutes",0.5261,5.2607,"keep"
"97","X9P297R3D0","D0","P297","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.6818,5.2448,"keep"
"98","X9P257R1D4","D4","P257","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Bacteroidetes",0.2589,5.1772,"keep"
"99","X9P290R3D4","D4","P290","INFinject","Fecal or Fecal swab","D4_INFinject","Bacteroidetes",0.3564,5.0918,"keep"
"100","X9P291R3D0","D0","P291","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.661,5.0847,"keep"
"101","X9P296R3D4","D4","P296","INFinject","Fecal or Fecal swab","D4_INFinject","Bacteroidetes",0.3512,5.0166,"keep"
"102","X9P299R3D0","D0","P299","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.6446,4.9582,"keep"
"103","X9P261R1D0","D0","P261","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Firmicutes",0.444,4.9335,"keep"
"104","X9P265R1D0","D0","P265","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidetes",0.4438,4.9316,"keep"
"105","X9P324R4D0","D0","P324","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteroidetes",0.3408,4.8689,"keep"
"106","X9P258R1D4","D4","P258","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Bacteroidetes",0.2433,4.8653,"keep"
"107","X9P259R1D4","D4","P259","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Bacteroidetes",0.2396,4.792,"keep"
"108","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.6162,4.7401,"keep"
"109","X9P305R3D0","D0","P305","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.5962,4.5858,"keep"
"110","X9P304R3D0","D0","P304","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.5762,4.432,"keep"
"111","X9P267R2D0","D0","P267","INFfeed","Fecal or Fecal swab","D0_INFfeed","Bacteroidetes",0.2191,4.3827,"keep"
"112","X9P301R3D0","D0","P301","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.5539,4.261,"keep"
"113","X9P278R2D0","D0","P278","INFfeed","Fecal or Fecal swab","D0_INFfeed","Bacteroidetes",0.2128,4.256,"keep"
"114","X9P317R4D4","D4","P317","INFnm","Fecal or Fecal swab","D4_INFnm","Bacteroidetes",0.2546,4.2438,"keep"
"115","X9P320R4D0","D0","P320","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteroidetes",0.2964,4.234,"keep"
"116","X9P318R4D4","D4","P318","INFnm","Fecal or Fecal swab","D4_INFnm","Bacteroidetes",0.2508,4.1795,"keep"
"117","X9P291R3Dminus3","DNEG3","P291","INFinject","Fecal or Fecal swab","DNEG3_INFinject","Firmicutes",0.7019,4.129,"keep"
"118","X9P309R4D0","D0","P309","INFnm","Fecal or Fecal swab","D0_INFnm","Firmicutes",0.2794,3.9921,"keep"
"119","X9P309R4Dminus3","DNEG3","P309","INFnm","Fecal or Fecal swab","DNEG3_INFnm","Firmicutes",0.6783,3.9898,"keep"
"120","X9P286R3D0","D0","P286","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.5143,3.9559,"keep"
"121","X9P274R2D7","D7","P274","INFfeed","Fecal or Fecal swab","D7_INFfeed","Bacteroidetes",0.3907,3.9073,"keep"
"122","X9P264R1Dm3","DNEG3","P264","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.699,3.8833,"keep"
"123","X9P284R2D7","D7","P284","INFfeed","Fecal","D7_INFfeed","Bacteroidetes",0.3867,3.8675,"keep"
"124","X9P263R1Dm3","DNEG3","P263","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.6885,3.8251,"keep"
"125","X9P246R1Dm3","DNEG3","P246","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.6728,3.738,"keep"
"126","X9P250R1D0","D0","P250","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidetes",0.3331,3.7009,"keep"
"127","X9P300R3D0","D0","P300","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.4808,3.6982,"keep"
"128","X9P255R1D0","D0","P255","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidetes",0.3215,3.5726,"keep"
"129","X9P286R3D4","D4","P286","INFinject","Fecal or Fecal swab","D4_INFinject","Bacteroidetes",0.2492,3.5604,"keep"
"130","X9P298R3D4","D4","P298","INFinject","Fecal or Fecal swab","D4_INFinject","Bacteroidetes",0.2477,3.5384,"keep"
"131","X9P265R1D7","D7","P265","NONINFnm","Fecal","D7_NONINFnm","Bacteroidetes",0.2818,3.5219,"keep"
"132","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Bacteroidetes",0.3495,3.4949,"keep"
"133","X9P300R3D0","D0","P300","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.4508,3.4675,"keep"
"134","X9P282R2D7","D7","P282","INFfeed","Fecal","D7_INFfeed","Bacteroidetes",0.3441,3.4411,"keep"
"135","X9P259R1D0","D0","P259","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidetes",0.3097,3.4406,"keep"
"136","X9P253R1Dm3","DNEG3","P253","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.6189,3.4383,"keep"
"137","X9P261R1D7","D7","P261","NONINFnm","Fecal","D7_NONINFnm","Bacteroidetes",0.2743,3.4293,"keep"
"138","X9P300R3Dm3","DNEG3","P300","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.5818,3.4223,"keep"
"139","X9P257R1Dm3","DNEG3","P257","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.6069,3.3719,"keep"
"140","X9P321R4D7","D7","P321","INFnm","Fecal","D7_INFnm","Bacteroidetes",0.3369,3.3693,"keep"
"141","X9P258R1Dm3","DNEG3","P258","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.6049,3.3608,"keep"
"142","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Bacteroidetes",0.332,3.3205,"keep"
"143","X9P265R1Dm3","DNEG3","P265","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.5932,3.2955,"keep"
"144","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteroidetes",0.229,3.271,"keep"
"145","X9P296R3Dm3","DNEG3","P296","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.5551,3.2655,"keep"
"146","X9P299R3Dm3","DNEG3","P299","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.5482,3.2246,"keep"
"147","X9P255R1D7","D7","P255","NONINFnm","Fecal","D7_NONINFnm","Bacteroidetes",0.2565,3.2069,"keep"
"148","X9P249R1Dm3","DNEG3","P249","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.5767,3.204,"keep"
"149","X9P248R1Dm3","DNEG3","P248","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.5751,3.1948,"keep"
"150","X9P303R3D7","D7","P303","INFinject","Fecal or Fecal swab","D7_INFinject","Bacteroidetes",0.3192,3.192,"keep"
"151","X9P290R3Dm3","DNEG3","P290","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.5403,3.1783,"keep"
"152","X9P305R3D7","D7","P305","INFinject","Fecal","D7_INFinject","Bacteroidetes",0.3151,3.151,"keep"
"153","X9P286R3D0","D0","P286","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.4063,3.1256,"keep"
"154","X9P259R1Dm3","DNEG3","P259","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.5623,3.1239,"keep"
"155","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.5243,3.084,"keep"
"156","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.5236,3.0799,"keep"
"157","X9P304R3D0","D0","P304","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.3962,3.0473,"keep"
"158","X9P252R1Dm3","DNEG3","P252","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.5464,3.0354,"keep"
"159","X9P295R3Dm3","DNEG3","P295","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.5158,3.034,"keep"
"160","X9P320R4Dm3","DNEG3","P320","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.5089,2.9933,"keep"
"161","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.5081,2.989,"keep"
"162","X9P304R3Dm3","DNEG3","P304","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.5069,2.982,"keep"
"163","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.5058,2.9753,"keep"
"164","X9P312R4Dm3","DNEG3","P312","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.5023,2.9548,"keep"
"165","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.5012,2.948,"keep"
"166","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.4953,2.9138,"keep"
"167","X9P281R2Dm3","DNEG3","P281","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.5826,2.9128,"keep"
"168","X9P301R3D0","D0","P301","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.3767,2.8979,"keep"
"169","X9P275R2D7","D7","P275","INFfeed","Fecal or Fecal swab","D7_INFfeed","Bacteroidetes",0.2888,2.8882,"keep"
"170","X9P250R1D4","D4","P250","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Bacteroidetes",0.1436,2.8726,"keep"
"171","X9P313R4Dm3","DNEG3","P313","INFnm","Fecal Swab","DNEG3_INFnm","Spirochaetes",0.4853,2.8549,"keep"
"172","X9P289R3Dm3","DNEG3","P289","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.4846,2.8504,"keep"
"173","X9P278R2Dm3","DNEG3","P278","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.569,2.845,"keep"
"174","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.483,2.841,"keep"
"175","X9P251R1Dm3","DNEG3","P251","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.51,2.8335,"keep"
"176","X9P294R3Dm3","DNEG3","P294","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.4815,2.8324,"keep"
"177","X9P310R4D0","D0","P310","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteroidetes",0.1972,2.8175,"keep"
"178","X9P293R3Dm3","DNEG3","P293","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.4762,2.8009,"keep"
"179","X9P261R1Dm3","DNEG3","P261","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.5023,2.7906,"keep"
"180","X9P267R2D4","D4","P267","INFfeed","Fecal or Fecal swab","D4_INFfeed","Actinobacteria",0.1116,2.7906,"keep"
"181","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.4742,2.7892,"keep"
"182","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Bacteroidetes",0.277,2.7704,"keep"
"183","X9P313R4D7","D7","P313","INFnm","Fecal","D7_INFnm","Bacteroidetes",0.2769,2.7692,"keep"
"184","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.4695,2.7618,"keep"
"185","X9P323R4Dm3","DNEG3","P323","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.4687,2.7572,"keep"
"186","X9P250R1Dm3","DNEG3","P250","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.4957,2.7541,"keep"
"187","X9P277R2Dm3","DNEG3","P277","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.5503,2.7515,"keep"
"188","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.467,2.7469,"keep"
"189","X9P286R3Dm3","DNEG3","P286","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.4665,2.7439,"keep"
"190","X9P301R3Dm3","DNEG3","P301","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.4661,2.7418,"keep"
"191","X9P272R2D7","D7","P272","INFfeed","Fecal","D7_INFfeed","Bacteroidetes",0.2724,2.7238,"keep"
"192","X9P262R1Dm3","DNEG3","P262","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.4876,2.7091,"keep"
"193","X9P305R3Dm3","DNEG3","P305","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.4592,2.701,"keep"
"194","X9P312R4Dm3","DNEG3","P312","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.4583,2.6957,"keep"
"195","X9P286R3Dm3","DNEG3","P286","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.4572,2.6895,"keep"
"196","X9P295R3Dm3","DNEG3","P295","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.4519,2.6582,"keep"
"197","X9P270R2Dm3","DNEG3","P270","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.5315,2.6577,"keep"
"198","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.4512,2.6543,"keep"
"199","X9P263R1D7","D7","P263","NONINFnm","Fecal","D7_NONINFnm","Bacteroidetes",0.2123,2.6538,"keep"
"200","X9P295R3D7","D7","P295","INFinject","Fecal","D7_INFinject","Bacteroidetes",0.2645,2.6446,"keep"
"201","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.4487,2.6393,"keep"
"202","X9P305R3D0","D0","P305","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.3423,2.6331,"keep"
"203","X9P283R2Dm3","DNEG3","P283","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.5262,2.6312,"keep"
"204","X9P301R3Dm3","DNEG3","P301","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.4468,2.6285,"keep"
"205","X9P304R3Dm3","DNEG3","P304","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.4453,2.6194,"keep"
"206","X9P310R4Dm3","DNEG3","P310","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.4448,2.6164,"keep"
"207","X9P293R3Dm3","DNEG3","P293","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.4392,2.5837,"keep"
"208","X9P276R2Dm3","DNEG3","P276","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.5148,2.5738,"keep"
"209","X9P310R4Dm3","DNEG3","P310","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.4371,2.571,"keep"
"210","X9P292R3D7","D7","P292","INFinject","Fecal","D7_INFinject","Bacteroidetes",0.2566,2.5657,"keep"
