"","group","Day","Pig","Treatment","Sample.type","All","Phylum","value","value2","forplot"
"1","X9P267R2D4","D4","P267","INFfeed","Fecal or Fecal swab","D4_INFfeed","Firmicutes",0.7777,19.4423,"keep"
"2","X9P266R2D4","D4","P266","INFfeed","Fecal or Fecal swab","D4_INFfeed","Firmicutes",0.6831,17.0769,"keep"
"3","X9P250R1D4","D4","P250","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Firmicutes",0.8193,16.3861,"keep"
"4","X9P269R2D4","D4","P269","INFfeed","Fecal or Fecal swab","D4_INFfeed","Firmicutes",0.641,16.0241,"keep"
"5","X9P278R2D4","D4","P278","INFfeed","Fecal or Fecal swab","D4_INFfeed","Firmicutes",0.6359,15.8968,"keep"
"6","X9P267R2D0","D0","P267","INFfeed","Fecal or Fecal swab","D0_INFfeed","Firmicutes",0.707,14.1403,"keep"
"7","X9P259R1D4","D4","P259","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Firmicutes",0.7,14,"keep"
"8","X9P258R1D4","D4","P258","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Firmicutes",0.6986,13.9722,"keep"
"9","X9P278R2D0","D0","P278","INFfeed","Fecal or Fecal swab","D0_INFfeed","Firmicutes",0.6973,13.9459,"keep"
"10","X9P306R4D4","D4","P306","INFnm","Fecal or Fecal swab","D4_INFnm","Firmicutes",0.8311,13.8525,"keep"
"11","X9P257R1D4","D4","P257","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Firmicutes",0.6826,13.6525,"keep"
"12","X9P269R2D0","D0","P269","INFfeed","Fecal or Fecal swab","D0_INFfeed","Firmicutes",0.6448,12.8968,"keep"
"13","X9P299R3D4","D4","P299","INFinject","Fecal or Fecal swab","D4_INFinject","Firmicutes",0.8744,12.4917,"keep"
"14","X9P318R4D4","D4","P318","INFnm","Fecal or Fecal swab","D4_INFnm","Firmicutes",0.7386,12.3099,"keep"
"15","X9P317R4D0","D0","P317","INFnm","Fecal or Fecal swab","D0_INFnm","Firmicutes",0.856,12.2292,"keep"
"16","X9P297R3D4","D4","P297","INFinject","Fecal or Fecal swab","D4_INFinject","Firmicutes",0.8454,12.0769,"keep"
"17","X9P317R4D4","D4","P317","INFnm","Fecal or Fecal swab","D4_INFnm","Firmicutes",0.7146,11.9103,"keep"
"18","X9P280R2D0","D0","P280","INFfeed","Fecal or Fecal swab","D0_INFfeed","Firmicutes",0.5804,11.6089,"keep"
"19","X9P322R4D0","D0","P322","INFnm","Fecal or Fecal swab","D0_INFnm","Firmicutes",0.7957,11.3669,"keep"
"20","X9P284R2D0","D0","P284","INFfeed","Fecal or Fecal swab","D0_INFfeed","Firmicutes",0.5367,10.7336,"keep"
"21","X9P310R4D0","D0","P310","INFnm","Fecal or Fecal swab","D0_INFnm","Firmicutes",0.746,10.6565,"keep"
"22","X9P298R3D4","D4","P298","INFinject","Fecal or Fecal swab","D4_INFinject","Firmicutes",0.7157,10.2245,"keep"
"23","X9P264R1D7","D7","P264","NONINFnm","Fecal","D7_NONINFnm","Firmicutes",0.8043,10.0539,"keep"
"24","X9P251R1D7","D7","P251","NONINFnm","Fecal","D7_NONINFnm","Firmicutes",0.804,10.0502,"keep"
"25","X9P264R1D0","D0","P264","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Firmicutes",0.9045,10.0496,"keep"
"26","X9P309R4D0","D0","P309","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteroidetes",0.6962,9.9451,"keep"
"27","X9P286R3D4","D4","P286","INFinject","Fecal or Fecal swab","D4_INFinject","Firmicutes",0.6931,9.902,"keep"
"28","X9P246R1D4","D4","P246","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Bacteroidetes",0.4923,9.8462,"keep"
"29","X9P246R1D4","D4","P246","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Firmicutes",0.49,9.8,"keep"
"30","X9P263R1D7","D7","P263","NONINFnm","Fecal","D7_NONINFnm","Firmicutes",0.7637,9.5458,"keep"
"31","X9P320R4D0","D0","P320","INFnm","Fecal or Fecal swab","D0_INFnm","Firmicutes",0.652,9.3149,"keep"
"32","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Firmicutes",0.6486,9.2661,"keep"
"33","X9P253R1D7","D7","P253","NONINFnm","Fecal","D7_NONINFnm","Firmicutes",0.7365,9.206,"keep"
"34","X9P319R4D4","D4","P319","INFnm","Fecal or Fecal swab","D4_INFnm","Firmicutes",0.5488,9.146,"keep"
"35","X9P290R3D4","D4","P290","INFinject","Fecal or Fecal swab","D4_INFinject","Firmicutes",0.6269,8.956,"keep"
"36","X9P262R1D7","D7","P262","NONINFnm","Fecal","D7_NONINFnm","Firmicutes",0.7073,8.8417,"keep"
"37","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Firmicutes",0.5279,8.7984,"keep"
"38","X9P296R3D4","D4","P296","INFinject","Fecal or Fecal swab","D4_INFinject","Firmicutes",0.6037,8.6247,"keep"
"39","X9P309R4D4","D4","P309","INFnm","Fecal or Fecal swab","D4_INFnm","Firmicutes",0.5169,8.6154,"keep"
"40","X9P258R1D0","D0","P258","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Firmicutes",0.7623,8.4701,"keep"
"41","X9P284R2D0","D0","P284","INFfeed","Fecal or Fecal swab","D0_INFfeed","Bacteroidetes",0.4208,8.417,"keep"
"42","X9P314R4D7","D7","P314","INFnm","Fecal","D7_INFnm","Firmicutes",0.8383,8.3834,"keep"
"43","X9P322R4D7","D7","P322","INFnm","Fecal","D7_INFnm","Firmicutes",0.8277,8.2769,"keep"
"44","X9P255R1D7","D7","P255","NONINFnm","Fecal","D7_NONINFnm","Firmicutes",0.6613,8.266,"keep"
"45","X9P285R2D7","D7","P285","INFfeed","Fecal","D7_INFfeed","Firmicutes",0.8223,8.2231,"keep"
"46","X9P261R1D7","D7","P261","NONINFnm","Fecal","D7_NONINFnm","Firmicutes",0.6466,8.0826,"keep"
"47","X9P269R2D4","D4","P269","INFfeed","Fecal or Fecal swab","D4_INFfeed","Bacteroidetes",0.3232,8.0802,"keep"
"48","X9P257R1D0","D0","P257","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Firmicutes",0.7267,8.0745,"keep"
"49","X9P265R1D7","D7","P265","NONINFnm","Fecal","D7_NONINFnm","Firmicutes",0.6244,7.8053,"keep"
"50","X9P280R2D0","D0","P280","INFfeed","Fecal or Fecal swab","D0_INFfeed","Bacteroidetes",0.3888,7.7752,"keep"
"51","X9P324R4D0","D0","P324","INFnm","Fecal or Fecal swab","D0_INFnm","Firmicutes",0.5441,7.7731,"keep"
"52","X9P273R2D7","D7","P273","INFfeed","Fecal","D7_INFfeed","Firmicutes",0.7726,7.7255,"keep"
"53","X9P283R2D7","D7","P283","INFfeed","Fecal","D7_INFfeed","Firmicutes",0.7723,7.7231,"keep"
"54","X9P301R3D7","D7","P301","INFinject","Fecal","D7_INFinject","Firmicutes",0.7721,7.7213,"keep"
"55","X9P315R4D7","D7","P315","INFnm","Fecal","D7_INFnm","Firmicutes",0.7692,7.6923,"keep"
"56","X9P312R4D7","D7","P312","INFnm","Fecal","D7_INFnm","Firmicutes",0.7677,7.6775,"keep"
"57","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Firmicutes",0.7627,7.6271,"keep"
"58","X9P263R1D0","D0","P263","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Firmicutes",0.6662,7.4017,"keep"
"59","X9P278R2D4","D4","P278","INFfeed","Fecal or Fecal swab","D4_INFfeed","Bacteroidetes",0.2933,7.3326,"keep"
"60","X9P271R2D7","D7","P271","INFfeed","Fecal","D7_INFfeed","Firmicutes",0.733,7.3302,"keep"
"61","X9P309R4D4","D4","P309","INFnm","Fecal or Fecal swab","D4_INFnm","Bacteroidetes",0.4392,7.3205,"keep"
"62","X9P293R3D7","D7","P293","INFinject","Fecal","D7_INFinject","Firmicutes",0.7192,7.1923,"keep"
"63","X9P294R3D7","D7","P294","INFinject","Fecal","D7_INFinject","Firmicutes",0.7103,7.1032,"keep"
"64","X9P266R2D4","D4","P266","INFfeed","Fecal or Fecal swab","D4_INFfeed","Bacteroidetes",0.2838,7.0962,"keep"
"65","X9P291R3D7","D7","P291","INFinject","Fecal or Fecal swab","D7_INFinject","Firmicutes",0.7075,7.0747,"keep"
"66","X9P272R2D7","D7","P272","INFfeed","Fecal","D7_INFfeed","Firmicutes",0.6981,6.9807,"keep"
"67","X9P289R3D4","D4","P289","INFinject","Fecal or Fecal swab","D4_INFinject","Firmicutes",0.4884,6.9778,"keep"
"68","X9P289R3D4","D4","P289","INFinject","Fecal or Fecal swab","D4_INFinject","Bacteroidetes",0.4738,6.7687,"keep"
"69","X9P259R1D0","D0","P259","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Firmicutes",0.6091,6.7678,"keep"
"70","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Firmicutes",0.6764,6.7645,"keep"
"71","X9P255R1D0","D0","P255","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Firmicutes",0.6066,6.7402,"keep"
"72","X9P275R2D7","D7","P275","INFfeed","Fecal or Fecal swab","D7_INFfeed","Firmicutes",0.6739,6.7391,"keep"
"73","X9P281R2D7","D7","P281","INFfeed","Fecal","D7_INFfeed","Firmicutes",0.6705,6.7052,"keep"
"74","X9P295R3D7","D7","P295","INFinject","Fecal","D7_INFinject","Firmicutes",0.6613,6.6127,"keep"
"75","X9P292R3D7","D7","P292","INFinject","Fecal","D7_INFinject","Firmicutes",0.6551,6.5507,"keep"
"76","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Firmicutes",0.649,6.4896,"keep"
"77","X9P305R3D7","D7","P305","INFinject","Fecal","D7_INFinject","Firmicutes",0.6471,6.4715,"keep"
"78","X9P313R4D7","D7","P313","INFnm","Fecal","D7_INFnm","Firmicutes",0.6436,6.4357,"keep"
"79","X9P250R1D0","D0","P250","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Firmicutes",0.5662,6.2906,"keep"
"80","X9P303R3D7","D7","P303","INFinject","Fecal or Fecal swab","D7_INFinject","Firmicutes",0.6179,6.1787,"keep"
"81","X9P282R2D7","D7","P282","INFfeed","Fecal","D7_INFfeed","Firmicutes",0.6169,6.1692,"keep"
"82","X9P319R4D4","D4","P319","INFnm","Fecal or Fecal swab","D4_INFnm","Bacteroidetes",0.363,6.0501,"keep"
"83","X9P261R1D0","D0","P261","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidetes",0.5381,5.979,"keep"
"84","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Bacteroidetes",0.3574,5.9561,"keep"
"85","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Firmicutes",0.5929,5.9285,"keep"
"86","X9P290R3D0","D0","P290","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.7556,5.8124,"keep"
"87","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Firmicutes",0.5765,5.7651,"keep"
"88","X9P295R3D0","D0","P295","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.7419,5.707,"keep"
"89","X9P274R2D7","D7","P274","INFfeed","Fecal or Fecal swab","D7_INFfeed","Firmicutes",0.5704,5.7044,"keep"
"90","X9P296R3D0","D0","P296","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.7392,5.6864,"keep"
"91","X9P269R2D0","D0","P269","INFfeed","Fecal or Fecal swab","D0_INFfeed","Bacteroidetes",0.2789,5.5778,"keep"
"92","X9P321R4D7","D7","P321","INFnm","Fecal","D7_INFnm","Firmicutes",0.5532,5.5316,"keep"
"93","X9P297R3D0","D0","P297","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.7099,5.4606,"keep"
"94","X9P284R2D7","D7","P284","INFfeed","Fecal","D7_INFfeed","Firmicutes",0.5436,5.4363,"keep"
"95","X9P293R3D0","D0","P293","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.7024,5.403,"keep"
"96","X9P265R1D0","D0","P265","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Firmicutes",0.48,5.3333,"keep"
"97","X9P291R3D0","D0","P291","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.6841,5.2625,"keep"
"98","X9P257R1D4","D4","P257","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Bacteroidetes",0.2625,5.251,"keep"
"99","X9P296R3D4","D4","P296","INFinject","Fecal or Fecal swab","D4_INFinject","Bacteroidetes",0.3566,5.0949,"keep"
"100","X9P265R1D0","D0","P265","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidetes",0.4531,5.0342,"keep"
"101","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Firmicutes",0.4996,4.9961,"keep"
"102","X9P259R1D4","D4","P259","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Bacteroidetes",0.2454,4.9077,"keep"
"103","X9P258R1D4","D4","P258","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Bacteroidetes",0.245,4.8995,"keep"
"104","X9P299R3D0","D0","P299","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.635,4.8843,"keep"
"105","X9P261R1D0","D0","P261","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Firmicutes",0.4365,4.8499,"keep"
"106","X9P290R3D4","D4","P290","INFinject","Fecal or Fecal swab","D4_INFinject","Bacteroidetes",0.3362,4.8022,"keep"
"107","X9P324R4D0","D0","P324","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteroidetes",0.3336,4.7656,"keep"
"108","X9P320R4D0","D0","P320","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteroidetes",0.3295,4.7069,"keep"
"109","X9P305R3D0","D0","P305","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.5897,4.536,"keep"
"110","X9P304R3D0","D0","P304","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.5892,4.5325,"keep"
"111","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.5863,4.5099,"keep"
"112","X9P278R2D0","D0","P278","INFfeed","Fecal or Fecal swab","D0_INFfeed","Bacteroidetes",0.2239,4.4788,"keep"
"113","X9P301R3D0","D0","P301","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.5523,4.2485,"keep"
"114","X9P317R4D4","D4","P317","INFnm","Fecal or Fecal swab","D4_INFnm","Bacteroidetes",0.2544,4.2408,"keep"
"115","X9P264R1Dm3","DNEG3","P264","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.7069,4.1584,"keep"
"116","X9P291R3Dminus3","DNEG3","P291","INFinject","Fecal or Fecal swab","DNEG3_INFinject","Firmicutes",0.6993,4.1136,"keep"
"117","X9P267R2D0","D0","P267","INFfeed","Fecal or Fecal swab","D0_INFfeed","Bacteroidetes",0.2051,4.1018,"keep"
"118","X9P286R3D0","D0","P286","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.5273,4.0564,"keep"
"119","X9P246R1Dm3","DNEG3","P246","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.6885,4.0498,"keep"
"120","X9P263R1Dm3","DNEG3","P263","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.6831,4.0181,"keep"
"121","X9P284R2D7","D7","P284","INFfeed","Fecal","D7_INFfeed","Bacteroidetes",0.3977,3.9768,"keep"
"122","X9P309R4Dminus3","DNEG3","P309","INFnm","Fecal or Fecal swab","DNEG3_INFnm","Firmicutes",0.6615,3.8913,"keep"
"123","X9P300R3D0","D0","P300","INFinject","Fecal or Fecal swab","D0_INFinject","Firmicutes",0.5012,3.855,"keep"
"124","X9P259R1D0","D0","P259","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidetes",0.3377,3.7522,"keep"
"125","X9P318R4D4","D4","P318","INFnm","Fecal or Fecal swab","D4_INFnm","Bacteroidetes",0.2243,3.7381,"keep"
"126","X9P274R2D7","D7","P274","INFfeed","Fecal or Fecal swab","D7_INFfeed","Bacteroidetes",0.3718,3.7182,"keep"
"127","X9P298R3D4","D4","P298","INFinject","Fecal or Fecal swab","D4_INFinject","Bacteroidetes",0.255,3.643,"keep"
"128","X9P257R1Dm3","DNEG3","P257","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.6122,3.6011,"keep"
"129","X9P255R1D0","D0","P255","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidetes",0.3218,3.5754,"keep"
"130","X9P253R1Dm3","DNEG3","P253","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.6049,3.5585,"keep"
"131","X9P309R4D0","D0","P309","INFnm","Fecal or Fecal swab","D0_INFnm","Firmicutes",0.2477,3.5385,"keep"
"132","X9P265R1D7","D7","P265","NONINFnm","Fecal","D7_NONINFnm","Bacteroidetes",0.2813,3.5162,"keep"
"133","X9P258R1Dm3","DNEG3","P258","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.5951,3.5004,"keep"
"134","X9P248R1Dm3","DNEG3","P248","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.5891,3.465,"keep"
"135","X9P250R1D0","D0","P250","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidetes",0.3115,3.4615,"keep"
"136","X9P296R3Dm3","DNEG3","P296","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.5794,3.408,"keep"
"137","X9P261R1D7","D7","P261","NONINFnm","Fecal","D7_NONINFnm","Bacteroidetes",0.2716,3.3951,"keep"
"138","X9P265R1Dm3","DNEG3","P265","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.5759,3.3879,"keep"
"139","X9P300R3D0","D0","P300","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.4373,3.3635,"keep"
"140","X9P321R4D7","D7","P321","INFnm","Fecal","D7_INFnm","Bacteroidetes",0.3359,3.359,"keep"
"141","X9P259R1Dm3","DNEG3","P259","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.567,3.3354,"keep"
"142","X9P282R2D7","D7","P282","INFfeed","Fecal","D7_INFfeed","Bacteroidetes",0.3315,3.3154,"keep"
"143","X9P300R3Dm3","DNEG3","P300","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.5494,3.2317,"keep"
"144","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteroidetes",0.2259,3.2269,"keep"
"145","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Bacteroidetes",0.3193,3.1935,"keep"
"146","X9P299R3Dm3","DNEG3","P299","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.542,3.188,"keep"
"147","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Bacteroidetes",0.3164,3.164,"keep"
"148","X9P286R3D4","D4","P286","INFinject","Fecal or Fecal swab","D4_INFinject","Bacteroidetes",0.2213,3.1611,"keep"
"149","X9P305R3D7","D7","P305","INFinject","Fecal","D7_INFinject","Bacteroidetes",0.3159,3.1587,"keep"
"150","X9P252R1Dm3","DNEG3","P252","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.5336,3.1388,"keep"
"151","X9P303R3D7","D7","P303","INFinject","Fecal or Fecal swab","D7_INFinject","Bacteroidetes",0.312,3.1202,"keep"
"152","X9P290R3Dm3","DNEG3","P290","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.5302,3.1187,"keep"
"153","X9P255R1D7","D7","P255","NONINFnm","Fecal","D7_NONINFnm","Bacteroidetes",0.2494,3.1178,"keep"
"154","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.5278,3.1048,"keep"
"155","X9P286R3D0","D0","P286","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.3995,3.0734,"keep"
"156","X9P295R3Dm3","DNEG3","P295","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.5181,3.0476,"keep"
"157","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.5155,3.0324,"keep"
"158","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.5131,3.0182,"keep"
"159","X9P249R1Dm3","DNEG3","P249","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.5108,3.0046,"keep"
"160","X9P320R4Dm3","DNEG3","P320","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.5077,2.9864,"keep"
"161","X9P304R3Dm3","DNEG3","P304","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.5058,2.9752,"keep"
"162","X9P250R1Dm3","DNEG3","P250","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.5031,2.9593,"keep"
"163","X9P301R3D0","D0","P301","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.3846,2.9586,"keep"
"164","X9P289R3Dm3","DNEG3","P289","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.5015,2.9503,"keep"
"165","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.5015,2.9503,"keep"
"166","X9P250R1D4","D4","P250","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Bacteroidetes",0.1475,2.9498,"keep"
"167","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.4996,2.9389,"keep"
"168","X9P278R2Dm3","DNEG3","P278","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.5874,2.9369,"keep"
"169","X9P313R4Dm3","DNEG3","P313","INFnm","Fecal Swab","DNEG3_INFnm","Spirochaetes",0.4992,2.9366,"keep"
"170","X9P304R3D0","D0","P304","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.3808,2.929,"keep"
"171","X9P281R2Dm3","DNEG3","P281","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.584,2.9199,"keep"
"172","X9P313R4D7","D7","P313","INFnm","Fecal","D7_INFnm","Bacteroidetes",0.2918,2.9176,"keep"
"173","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.4946,2.9094,"keep"
"174","X9P312R4Dm3","DNEG3","P312","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.4904,2.8845,"keep"
"175","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Bacteroidetes",0.2878,2.8782,"keep"
"176","X9P261R1Dm3","DNEG3","P261","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.485,2.8529,"keep"
"177","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.4842,2.8481,"keep"
"178","X9P275R2D7","D7","P275","INFfeed","Fecal or Fecal swab","D7_INFfeed","Bacteroidetes",0.2842,2.8416,"keep"
"179","X9P270R2Dm3","DNEG3","P270","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.5681,2.8406,"keep"
"180","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.4807,2.8277,"keep"
"181","X9P262R1Dm3","DNEG3","P262","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.4795,2.8208,"keep"
"182","X9P267R2D4","D4","P267","INFfeed","Fecal or Fecal swab","D4_INFfeed","Actinobacteria",0.1123,2.8077,"keep"
"183","X9P277R2Dm3","DNEG3","P277","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.5603,2.8014,"keep"
"184","X9P310R4D0","D0","P310","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteroidetes",0.1955,2.7934,"keep"
"185","X9P293R3Dm3","DNEG3","P293","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.4692,2.7602,"keep"
"186","X9P294R3Dm3","DNEG3","P294","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.4669,2.7463,"keep"
"187","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.4641,2.7303,"keep"
"188","X9P301R3Dm3","DNEG3","P301","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.4638,2.7282,"keep"
"189","X9P305R3D0","D0","P305","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidetes",0.3526,2.7121,"keep"
"190","X9P286R3Dm3","DNEG3","P286","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.4607,2.7101,"keep"
"191","X9P293R3Dm3","DNEG3","P293","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.4585,2.6968,"keep"
"192","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidetes",0.4571,2.6887,"keep"
"193","X9P312R4Dm3","DNEG3","P312","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.4549,2.6759,"keep"
"194","X9P276R2Dm3","DNEG3","P276","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidetes",0.5342,2.6711,"keep"
"195","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.4525,2.6618,"keep"
"196","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.4506,2.6507,"keep"
"197","X9P295R3Dm3","DNEG3","P295","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.4496,2.6446,"keep"
"198","X9P304R3Dm3","DNEG3","P304","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.448,2.635,"keep"
"199","X9P301R3Dm3","DNEG3","P301","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.4476,2.633,"keep"
"200","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.447,2.6295,"keep"
"201","X9P294R3Dm3","DNEG3","P294","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidetes",0.4468,2.6285,"keep"
"202","X9P272R2Dm3","DNEG3","P272","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.5255,2.6273,"keep"
"203","X9P286R3Dm3","DNEG3","P286","INFinject","Fecal Swab","DNEG3_INFinject","Firmicutes",0.4445,2.6149,"keep"
"204","X9P323R4Dm3","DNEG3","P323","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidetes",0.4444,2.6144,"keep"
"205","X9P292R3D7","D7","P292","INFinject","Fecal","D7_INFinject","Bacteroidetes",0.2606,2.6063,"keep"
"206","X9P283R2Dm3","DNEG3","P283","INFfeed","Fecal Swab","DNEG3_INFfeed","Firmicutes",0.5212,2.606,"keep"
"207","X9P310R4Dm3","DNEG3","P310","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.4426,2.6033,"keep"
"208","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Firmicutes",0.4402,2.5897,"keep"
"209","X9P255R1Dm3","DNEG3","P255","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Firmicutes",0.4396,2.5857,"keep"
