"","group","Day","Pig","Treatment","Sample.type","All","Order","value","value2"
"55","X9P259R1D4","D4","P259","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Bacteroidales",0.2454,4.9077
"56","X9P253R1D7","D7","P253","NONINFnm","Fecal","D7_NONINFnm","Selenomonadales",0.3918,4.8976
"57","X9P258R1D4","D4","P258","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Bacteroidales",0.2442,4.8841
"58","X9P290R3D4","D4","P290","INFinject","Fecal or Fecal swab","D4_INFinject","Bacteroidales",0.3362,4.8022
"59","X9P324R4D0","D0","P324","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteroidales",0.332,4.7435
"60","X9P269R2D4","D4","P269","INFfeed","Fecal or Fecal swab","D4_INFfeed","Clostridiales",0.1893,4.7313
"61","X9P296R3D0","D0","P296","INFinject","Fecal or Fecal swab","D0_INFinject","Selenomonadales",0.6123,4.7101
"62","X9P320R4D0","D0","P320","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteroidales",0.3295,4.7069
"63","X9P264R1D7","D7","P264","NONINFnm","Fecal","D7_NONINFnm","Clostridiales",0.3737,4.6706
"64","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Clostridiales",0.3263,4.6611
"65","X9P312R4D7","D7","P312","INFnm","Fecal","D7_INFnm","Selenomonadales",0.4568,4.5679
"66","X9P319R4D4","D4","P319","INFnm","Fecal or Fecal swab","D4_INFnm","Clostridiales",0.274,4.5666
"67","X9P273R2D7","D7","P273","INFfeed","Fecal","D7_INFfeed","Selenomonadales",0.4541,4.5412
"68","X9P322R4D7","D7","P322","INFnm","Fecal","D7_INFnm","Selenomonadales",0.4531,4.5308
"69","X9P297R3D4","D4","P297","INFinject","Fecal or Fecal swab","D4_INFinject","Clostridiales",0.3162,4.5165
"70","X9P278R2D0","D0","P278","INFfeed","Fecal or Fecal swab","D0_INFfeed","Bacteroidales",0.2239,4.4788
"71","X9P257R1D4","D4","P257","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Clostridiales",0.2239,4.4788
"72","X9P255R1D0","D0","P255","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Clostridiales",0.4003,4.4479
"73","X9P258R1D4","D4","P258","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Clostridiales",0.2187,4.374
"74","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Selenomonadales",0.262,4.3669
"75","X9P290R3D0","D0","P290","INFinject","Fecal or Fecal swab","D0_INFinject","Selenomonadales",0.5669,4.3608
"76","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Clostridiales",0.4284,4.2835
"77","X9P317R4D4","D4","P317","INFnm","Fecal or Fecal swab","D4_INFnm","Bacteroidales",0.2544,4.2408
"78","X9P318R4D4","D4","P318","INFnm","Fecal or Fecal swab","D4_INFnm","Clostridiales",0.2483,4.1377
"79","X9P266R2D4","D4","P266","INFfeed","Fecal or Fecal swab","D4_INFfeed","Lactobacillales",0.1646,4.1154
"80","X9P267R2D0","D0","P267","INFfeed","Fecal or Fecal swab","D0_INFfeed","Bacteroidales",0.2051,4.1018
"81","X9P269R2D0","D0","P269","INFfeed","Fecal or Fecal swab","D0_INFfeed","Selenomonadales",0.2049,4.0986
"82","X9P275R2D7","D7","P275","INFfeed","Fecal or Fecal swab","D7_INFfeed","Selenomonadales",0.4068,4.0683
"83","X9P259R1D0","D0","P259","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Selenomonadales",0.3616,4.0178
"84","X9P284R2D0","D0","P284","INFfeed","Fecal or Fecal swab","D0_INFfeed","Selenomonadales",0.2008,4.0154
"85","X9P284R2D7","D7","P284","INFfeed","Fecal","D7_INFfeed","Bacteroidales",0.3977,3.9768
"86","X9P309R4D4","D4","P309","INFnm","Fecal or Fecal swab","D4_INFnm","Clostridiales",0.2377,3.9615
"87","X9P255R1D7","D7","P255","NONINFnm","Fecal","D7_NONINFnm","Selenomonadales",0.3164,3.955
"88","X9P320R4D0","D0","P320","INFnm","Fecal or Fecal swab","D0_INFnm","Clostridiales",0.2733,3.9041
"89","X9P295R3D7","D7","P295","INFinject","Fecal","D7_INFinject","Clostridiales",0.3858,3.858
"90","X9P281R2D7","D7","P281","INFfeed","Fecal","D7_INFfeed","Clostridiales",0.3803,3.8029
"91","X9P319R4D4","D4","P319","INFnm","Fecal or Fecal swab","D4_INFnm","Selenomonadales",0.2276,3.7926
"92","X9P297R3D4","D4","P297","INFinject","Fecal or Fecal swab","D4_INFinject","Lactobacillales",0.2638,3.7692
"93","X9P259R1D0","D0","P259","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidales",0.3369,3.7437
"94","X9P318R4D4","D4","P318","INFnm","Fecal or Fecal swab","D4_INFnm","Bacteroidales",0.2243,3.7381
"95","X9P274R2D7","D7","P274","INFfeed","Fecal or Fecal swab","D7_INFfeed","Bacteroidales",0.3718,3.7182
"96","X9P298R3D4","D4","P298","INFinject","Fecal or Fecal swab","D4_INFinject","Selenomonadales",0.2565,3.665
"97","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Selenomonadales",0.3664,3.6644
"98","X9P283R2D7","D7","P283","INFfeed","Fecal","D7_INFfeed","Clostridiales",0.3646,3.6462
"99","X9P298R3D4","D4","P298","INFinject","Fecal or Fecal swab","D4_INFinject","Bacteroidales",0.255,3.643
"100","X9P289R3D4","D4","P289","INFinject","Fecal or Fecal swab","D4_INFinject","Clostridiales",0.2535,3.621
"101","X9P298R3D4","D4","P298","INFinject","Fecal or Fecal swab","D4_INFinject","Lactobacillales",0.2527,3.6099
"102","X9P299R3D4","D4","P299","INFinject","Fecal or Fecal swab","D4_INFinject","Lactobacillales",0.2512,3.5879
"103","X9P255R1D0","D0","P255","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidales",0.3218,3.5754
"104","X9P265R1D0","D0","P265","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Selenomonadales",0.3177,3.5299
"105","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Clostridiales",0.3529,3.529
"106","X9P310R4D0","D0","P310","INFnm","Fecal or Fecal swab","D0_INFnm","Clostridiales",0.2463,3.5192
"107","X9P265R1D7","D7","P265","NONINFnm","Fecal","D7_NONINFnm","Bacteroidales",0.2813,3.5162
"108","X9P320R4D0","D0","P320","INFnm","Fecal or Fecal swab","D0_INFnm","Selenomonadales",0.2456,3.5082
"109","X9P293R3D0","D0","P293","INFinject","Fecal or Fecal swab","D0_INFinject","Clostridiales",0.4557,3.5051
"110","X9P297R3D4","D4","P297","INFinject","Fecal or Fecal swab","D4_INFinject","Selenomonadales",0.2438,3.4835
"111","X9P248R1Dm3","DNEG3","P248","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidales",0.5891,3.465
"112","X9P250R1D0","D0","P250","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidales",0.3115,3.4615
"113","X9P265R1D7","D7","P265","NONINFnm","Fecal","D7_NONINFnm","Selenomonadales",0.2767,3.4583
"114","X9P265R1D7","D7","P265","NONINFnm","Fecal","D7_NONINFnm","Clostridiales",0.2767,3.4583
"115","X9P251R1D7","D7","P251","NONINFnm","Fecal","D7_NONINFnm","Lactobacillales",0.2762,3.4529
"116","X9P296R3D4","D4","P296","INFinject","Fecal or Fecal swab","D4_INFinject","Selenomonadales",0.2401,3.4299
"117","X9P272R2D7","D7","P272","INFfeed","Fecal","D7_INFfeed","Selenomonadales",0.3429,3.4286
"118","X9P286R3D0","D0","P286","INFinject","Fecal or Fecal swab","D0_INFinject","Clostridiales",0.4434,3.4109
"119","X9P261R1D7","D7","P261","NONINFnm","Fecal","D7_NONINFnm","Bacteroidales",0.2716,3.3951
"120","X9P321R4D7","D7","P321","INFnm","Fecal","D7_INFnm","Bacteroidales",0.3359,3.359
"121","X9P264R1D7","D7","P264","NONINFnm","Fecal","D7_NONINFnm","Selenomonadales",0.2681,3.3513
"122","X9P300R3D0","D0","P300","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidales",0.4349,3.3458
"123","X9P271R2D7","D7","P271","INFfeed","Fecal","D7_INFfeed","Clostridiales",0.3326,3.3256
"124","X9P282R2D7","D7","P282","INFfeed","Fecal","D7_INFfeed","Bacteroidales",0.3315,3.3154
"125","X9P262R1D7","D7","P262","NONINFnm","Fecal","D7_NONINFnm","Clostridiales",0.2649,3.3108
"126","X9P278R2D4","D4","P278","INFfeed","Fecal or Fecal swab","D4_INFfeed","Clostridiales",0.1309,3.2717
"127","X9P294R3D7","D7","P294","INFinject","Fecal","D7_INFinject","Selenomonadales",0.3259,3.2589
"128","X9P255R1D7","D7","P255","NONINFnm","Fecal","D7_NONINFnm","Clostridiales",0.2602,3.2525
"129","X9P293R3D7","D7","P293","INFinject","Fecal","D7_INFinject","Selenomonadales",0.3246,3.2462
"130","X9P253R1D7","D7","P253","NONINFnm","Fecal","D7_NONINFnm","Clostridiales",0.2597,3.2457
"131","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteroidales",0.2259,3.2269
"132","X9P291R3D7","D7","P291","INFinject","Fecal or Fecal swab","D7_INFinject","Selenomonadales",0.321,3.2102
"133","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Bacteroidales",0.3193,3.1935
"134","X9P299R3Dm3","DNEG3","P299","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidales",0.542,3.188
"135","X9P292R3D7","D7","P292","INFinject","Fecal","D7_INFinject","Clostridiales",0.3179,3.1787
"136","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Bacteroidales",0.3164,3.164
"137","X9P286R3D4","D4","P286","INFinject","Fecal or Fecal swab","D4_INFinject","Bacteroidales",0.2213,3.1611
"138","X9P305R3D7","D7","P305","INFinject","Fecal","D7_INFinject","Bacteroidales",0.3159,3.1587
"139","X9P285R2D7","D7","P285","INFfeed","Fecal","D7_INFfeed","Lactobacillales",0.3154,3.1538
"140","X9P303R3D7","D7","P303","INFinject","Fecal or Fecal swab","D7_INFinject","Bacteroidales",0.312,3.1202
"141","X9P255R1D7","D7","P255","NONINFnm","Fecal","D7_NONINFnm","Bacteroidales",0.2494,3.1178
"142","X9P286R3D0","D0","P286","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidales",0.3988,3.0674
"143","X9P246R1D4","D4","P246","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Selenomonadales",0.1531,3.0615
"144","X9P295R3Dm3","DNEG3","P295","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidales",0.5181,3.0476
"145","X9P250R1D4","D4","P250","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Clostridiales",0.1521,3.0425
"146","X9P317R4D0","D0","P317","INFnm","Fecal or Fecal swab","D0_INFnm","Selenomonadales",0.2125,3.0353
"147","X9P293R3D7","D7","P293","INFinject","Fecal","D7_INFinject","Clostridiales",0.3008,3.0077
"148","X9P304R3Dm3","DNEG3","P304","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidales",0.505,2.9707
"149","X9P301R3D0","D0","P301","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidales",0.3846,2.9586
"150","X9P284R2D7","D7","P284","INFfeed","Fecal","D7_INFfeed","Clostridiales",0.2958,2.9575
"151","X9P296R3D4","D4","P296","INFinject","Fecal or Fecal swab","D4_INFinject","Clostridiales",0.2067,2.9526
"152","X9P289R3Dm3","DNEG3","P289","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidales",0.5015,2.9503
"153","X9P250R1D4","D4","P250","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Bacteroidales",0.1475,2.9498
"154","X9P313R4Dm3","DNEG3","P313","INFnm","Fecal Swab","DNEG3_INFnm","Spirochaetales",0.4992,2.9366
"155","X9P304R3D0","D0","P304","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidales",0.3808,2.929
"156","X9P280R2D0","D0","P280","INFfeed","Fecal or Fecal swab","D0_INFfeed","Clostridiales",0.1463,2.9253
"157","X9P299R3D0","D0","P299","INFinject","Fecal or Fecal swab","D0_INFinject","Clostridiales",0.3797,2.9211
"158","X9P313R4D7","D7","P313","INFnm","Fecal","D7_INFnm","Bacteroidales",0.2918,2.9176
"159","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidales",0.4946,2.9094
"160","X9P292R3D7","D7","P292","INFinject","Fecal","D7_INFinject","Selenomonadales",0.29,2.9002
"161","X9P273R2D7","D7","P273","INFfeed","Fecal","D7_INFfeed","Clostridiales",0.2899,2.899
"162","X9P312R4Dm3","DNEG3","P312","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidales",0.4904,2.8845
"163","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Bacteroidales",0.2878,2.8782
"164","X9P295R3D0","D0","P295","INFinject","Fecal or Fecal swab","D0_INFinject","Clostridiales",0.3737,2.8742
"165","X9P261R1D0","D0","P261","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Selenomonadales",0.2587,2.874
"166","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidales",0.4842,2.8481
"167","X9P321R4D7","D7","P321","INFnm","Fecal","D7_INFnm","Selenomonadales",0.2843,2.8428
"168","X9P275R2D7","D7","P275","INFfeed","Fecal or Fecal swab","D7_INFfeed","Bacteroidales",0.2842,2.8416
"169","X9P246R1Dm3","DNEG3","P246","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Selenomonadales",0.4815,2.8326
"170","X9P301R3D7","D7","P301","INFinject","Fecal","D7_INFinject","Selenomonadales",0.2825,2.8253
"171","X9P271R2D7","D7","P271","INFfeed","Fecal","D7_INFfeed","Selenomonadales",0.2824,2.8241
"172","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidales",0.4799,2.8232
"173","X9P262R1D7","D7","P262","NONINFnm","Fecal","D7_NONINFnm","Lactobacillales",0.2247,2.8089
"174","X9P313R4D7","D7","P313","INFnm","Fecal","D7_INFnm","Clostridiales",0.2802,2.8022
"175","X9P310R4D0","D0","P310","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteroidales",0.1948,2.7824
"176","X9P305R3D7","D7","P305","INFinject","Fecal","D7_INFinject","Selenomonadales",0.2773,2.7735
"177","X9P313R4D7","D7","P313","INFnm","Fecal","D7_INFnm","Selenomonadales",0.2756,2.756
"178","X9P293R3Dm3","DNEG3","P293","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidales",0.4685,2.7557
"179","X9P305R3D0","D0","P305","INFinject","Fecal or Fecal swab","D0_INFinject","Selenomonadales",0.358,2.7536
"180","X9P298R3D4","D4","P298","INFinject","Fecal or Fecal swab","D4_INFinject","Clostridiales",0.1918,2.7405
"181","X9P301R3Dm3","DNEG3","P301","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidales",0.4638,2.7282
"182","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidales",0.4634,2.7257
"183","X9P301R3D7","D7","P301","INFinject","Fecal","D7_INFinject","Clostridiales",0.2725,2.7252
"184","X9P267R2D0","D0","P267","INFfeed","Fecal or Fecal swab","D0_INFfeed","Lactobacillales",0.1357,2.714
"185","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Selenomonadales",0.2713,2.7125
"186","X9P305R3D0","D0","P305","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidales",0.3526,2.7121
"187","X9P286R3Dm3","DNEG3","P286","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidales",0.4599,2.7055
"188","X9P318R4D4","D4","P318","INFnm","Fecal or Fecal swab","D4_INFnm","Lactobacillales",0.1616,2.694
"189","X9P257R1D0","D0","P257","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Selenomonadales",0.2422,2.6915
"190","X9P291R3D0","D0","P291","INFinject","Fecal or Fecal swab","D0_INFinject","Clostridiales",0.349,2.6846
"191","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidales",0.4563,2.6841
"192","X9P262R1D7","D7","P262","NONINFnm","Fecal","D7_NONINFnm","Selenomonadales",0.2147,2.6834
"193","X9P276R2Dm3","DNEG3","P276","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidales",0.5342,2.6711
"194","X9P303R3D7","D7","P303","INFinject","Fecal or Fecal swab","D7_INFinject","Selenomonadales",0.2666,2.6656
"195","X9P274R2D7","D7","P274","INFfeed","Fecal or Fecal swab","D7_INFfeed","Clostridiales",0.2664,2.6636
"196","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidales",0.4517,2.6573
"197","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Selenomonadales",0.2634,2.634
"198","X9P294R3Dm3","DNEG3","P294","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidales",0.4468,2.6285
"199","X9P291R3D7","D7","P291","INFinject","Fecal or Fecal swab","D7_INFinject","Clostridiales",0.2625,2.6251
"200","X9P323R4Dm3","DNEG3","P323","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidales",0.4444,2.6144
"201","X9P292R3D7","D7","P292","INFinject","Fecal","D7_INFinject","Bacteroidales",0.2606,2.6063
"202","X9P295R3D0","D0","P295","INFinject","Fecal or Fecal swab","D0_INFinject","Lactobacillales",0.3374,2.5957
"203","X9P282R2D7","D7","P282","INFfeed","Fecal","D7_INFfeed","Clostridiales",0.2592,2.5923
"204","X9P299R3D4","D4","P299","INFinject","Fecal or Fecal swab","D4_INFinject","Clostridiales",0.181,2.5864
"205","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Clostridiales",0.155,2.584
"206","X9P305R3Dm3","DNEG3","P305","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidales",0.4392,2.5837
"207","X9P322R4D0","D0","P322","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteroidales",0.1804,2.5774
"208","X9P262R1D7","D7","P262","NONINFnm","Fecal","D7_NONINFnm","Bacteroidales",0.2062,2.5772
"209","X9P295R3D7","D7","P295","INFinject","Fecal","D7_INFinject","Bacteroidales",0.2577,2.5772
"210","X9P285R2D7","D7","P285","INFfeed","Fecal","D7_INFfeed","Selenomonadales",0.2577,2.5769
"211","X9P300R3D0","D0","P300","INFinject","Fecal or Fecal swab","D0_INFinject","Selenomonadales",0.3349,2.5759
"212","X9P294R3D7","D7","P294","INFinject","Fecal","D7_INFinject","Clostridiales",0.2558,2.5578
"213","X9P320R4Dm3","DNEG3","P320","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidales",0.4346,2.5566
"214","X9P281R2D7","D7","P281","INFfeed","Fecal","D7_INFfeed","Bacteroidales",0.2556,2.5558
"215","X9P274R2D7","D7","P274","INFfeed","Fecal or Fecal swab","D7_INFfeed","Selenomonadales",0.2556,2.5558
"216","X9P310R4Dm3","DNEG3","P310","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidales",0.4333,2.5489
"217","X9P272R2D7","D7","P272","INFfeed","Fecal","D7_INFfeed","Clostridiales",0.2548,2.5483
"218","X9P255R1Dm3","DNEG3","P255","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidales",0.4326,2.5449
"219","X9P282R2D7","D7","P282","INFfeed","Fecal","D7_INFfeed","Selenomonadales",0.2538,2.5385
"220","X9P272R2D7","D7","P272","INFfeed","Fecal","D7_INFfeed","Bacteroidales",0.2517,2.5174
"221","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidales",0.4275,2.5145
"222","X9P304R3D0","D0","P304","INFinject","Fecal or Fecal swab","D0_INFinject","Clostridiales",0.3262,2.5089
"223","X9P303R3D7","D7","P303","INFinject","Fecal or Fecal swab","D7_INFinject","Clostridiales",0.2481,2.4807
"224","X9P262R1Dm3","DNEG3","P262","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidales",0.4201,2.471
"225","X9P258R1D0","D0","P258","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidales",0.2215,2.4615
"226","X9P250R1Dm3","DNEG3","P250","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidales",0.4176,2.4563
"227","X9P263R1D7","D7","P263","NONINFnm","Fecal","D7_NONINFnm","Bacteroidales",0.1963,2.4538
"228","X9P267R2D4","D4","P267","INFfeed","Fecal or Fecal swab","D4_INFfeed","Bifidobacteriales",0.0977,2.4423
"229","X9P300R3Dm3","DNEG3","P300","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidales",0.4144,2.4374
"230","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Lactobacillales",0.1702,2.4314
"231","X9P249R1Dm3","DNEG3","P249","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidales",0.4114,2.42
"232","X9P285R2D7","D7","P285","INFfeed","Fecal","D7_INFfeed","Clostridiales",0.2415,2.4154
"233","X9P264R1Dm3","DNEG3","P264","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Selenomonadales",0.41,2.4118
"234","X9P290R3Dm3","DNEG3","P290","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidales",0.4087,2.4039
"235","X9P305R3D7","D7","P305","INFinject","Fecal","D7_INFinject","Clostridiales",0.2404,2.4037
"236","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidales",0.408,2.4002
"237","X9P283R2D7","D7","P283","INFfeed","Fecal","D7_INFfeed","Selenomonadales",0.24,2.4
"238","X9P291R3Dminus3","DNEG3","P291","INFinject","Fecal or Fecal swab","DNEG3_INFinject","Clostridiales",0.4056,2.3856
"239","X9P252R1Dm3","DNEG3","P252","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidales",0.4054,2.3847
"240","X9P309R4D4","D4","P309","INFnm","Fecal or Fecal swab","D4_INFnm","Lactobacillales",0.1423,2.3718
"241","X9P250R1D0","D0","P250","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Selenomonadales",0.2131,2.3675
"242","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidales",0.4025,2.3675
"243","X9P253R1D7","D7","P253","NONINFnm","Fecal","D7_NONINFnm","Bacteroidales",0.1893,2.3667
"244","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidales",0.3066,2.3587
"245","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Bacteroidales",0.2334,2.3338
"246","X9P280R2Dm3","DNEG3","P280","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidales",0.4611,2.3053
"247","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Clostridiales",0.2304,2.3041
"248","X9P289R3D4","D4","P289","INFinject","Fecal or Fecal swab","D4_INFinject","Selenomonadales",0.1602,2.2892
"249","X9P267R2Dm3","DNEG3","P267","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidales",0.4573,2.2864
"250","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidales",0.3882,2.2838
"251","X9P269R2D4","D4","P269","INFfeed","Fecal or Fecal swab","D4_INFfeed","Lactobacillales",0.0911,2.278
"252","X9P250R1D0","D0","P250","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Clostridiales",0.2038,2.265
"253","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Bacteroidales",0.2255,2.2548
"254","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Clostridiales",0.2253,2.2533
"255","X9P257R1D0","D0","P257","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidales",0.2026,2.2516
"256","X9P283R2Dm3","DNEG3","P283","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidales",0.4503,2.2513
"257","X9P261R1Dm3","DNEG3","P261","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidales",0.3826,2.2506
"258","X9P291R3D0","D0","P291","INFinject","Fecal or Fecal swab","D0_INFinject","Selenomonadales",0.292,2.2461
"259","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Clostridiales",0.3806,2.2389
"260","X9P271R2D7","D7","P271","INFfeed","Fecal","D7_INFfeed","Bacteroidales",0.2238,2.2377
"261","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidales",0.3799,2.2348
"262","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidales",0.3796,2.2331
"263","X9P263R1D7","D7","P263","NONINFnm","Fecal","D7_NONINFnm","Lactobacillales",0.1786,2.2325
"264","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Clostridiales",0.2897,2.2283
"265","X9P258R1Dm3","DNEG3","P258","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Selenomonadales",0.3772,2.2189
"266","X9P259R1Dm3","DNEG3","P259","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteroidales",0.3744,2.2025
"267","X9P263R1D0","D0","P263","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteroidales",0.1977,2.1966
"268","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Lactobacillales",0.2188,2.188
"269","X9P272R2Dm3","DNEG3","P272","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteroidales",0.4367,2.1836
"270","X9P296R3Dm3","DNEG3","P296","INFinject","Fecal Swab","DNEG3_INFinject","Bacteroidales",0.3698,2.1753
"271","X9P299R3D0","D0","P299","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteroidales",0.2823,2.1715
